N,bits_N,repeat,timeout_s,status,p_found,q_found,iterations,restarts,seed,x0,c,duration_ns,duration_us,duration_ms,duration_s,started_utc,finished_utc,source_file
3483648322291141,52,1,60,FOUND,55071073,63257317,5681,0,16066153238413315046,2587619998990843,3083879915958976,3871900,3871.9,3.8719,0.0038719,2026-02-09 23:23:51,2026-02-09 23:23:51,
3483648322291141,52,2,60,FOUND,63257317,55071073,5296,0,11758882861214431775,40005993746739,439102750670190,3575600,3575.6,3.5756,0.0035756,2026-02-09 23:23:51,2026-02-09 23:23:51,
3483648322291141,52,3,60,FOUND,55071073,63257317,5187,0,2563234770783223964,3213735995929809,3138476828542525,3730200,3730.2,3.7302,0.0037302,2026-02-09 23:23:51,2026-02-09 23:23:51,
3405814831548583,52,1,60,FOUND,66535939,51187597,4816,0,10587341377468752143,892382794342033,434661687611052,3883600,3883.6,3.8836,0.0038836,2026-02-09 23:23:51,2026-02-09 23:23:51,
3405814831548583,52,2,60,FOUND,51187597,66535939,12812,0,3564591865436663898,1178074158617050,2107434127226000,8968500,8968.5,8.9685,0.0089685,2026-02-09 23:23:51,2026-02-09 23:23:51,
3405814831548583,52,3,60,FOUND,51187597,66535939,5700,0,4782718693581237910,20177770827801,1938565048162567,6618900,6618.9,6.6189,0.0066189,2026-02-09 23:23:51,2026-02-09 23:23:51,
2720894186765453,52,1,60,FOUND,57099149,47652097,9610,0,4302515227044718492,1826764744645122,1294283079749047,7531500,7531.5,7.5315,0.0075315,2026-02-09 23:23:51,2026-02-09 23:23:51,
2720894186765453,52,2,60,FOUND,57099149,47652097,7455,0,1912508107326964749,632632556118086,952228961401314,5693400,5693.4,5.6934,0.0056934,2026-02-09 23:23:51,2026-02-09 23:23:51,
2720894186765453,52,3,60,FOUND,47652097,57099149,1806,0,3386116478570438468,1684180383173839,1896237835891437,1368500,1368.5,1.3685,0.0013685,2026-02-09 23:23:51,2026-02-09 23:23:51,
3053988422755289,52,1,60,FOUND,49060877,62248957,2484,0,3778722919797581190,2122171425054245,980268204896393,1806800,1806.8,1.8068,0.0018068,2026-02-09 23:23:51,2026-02-09 23:23:51,
3053988422755289,52,2,60,FOUND,49060877,62248957,4743,0,813812796045144840,2806514430914295,1241245814535617,3523100,3523.1,3.5231,0.0035231,2026-02-09 23:23:51,2026-02-09 23:23:51,
3053988422755289,52,3,60,FOUND,49060877,62248957,3929,0,7321846762212970779,2052826812286388,1645849544509854,2867700,2867.7,2.8677,0.0028677,2026-02-09 23:23:51,2026-02-09 23:23:51,
3963601494436217,52,1,60,FOUND,65951843,60098419,4543,0,4997283296239826429,2459825524949187,867429771850045,3227200,3227.2,3.2272,0.0032272,2026-02-09 23:23:51,2026-02-09 23:23:51,
3963601494436217,52,2,60,FOUND,65951843,60098419,8676,0,5275955430010205729,2450598149843974,965823355088174,6485000,6485.0,6.485,0.006485,2026-02-09 23:23:51,2026-02-09 23:23:51,
3963601494436217,52,3,60,FOUND,60098419,65951843,10232,0,16875544596039788302,1499651367454136,561906881681736,7329500,7329.5,7.3295,0.0073295,2026-02-09 23:23:51,2026-02-09 23:23:51,
3071985007803539,52,1,60,FOUND,64209209,47843371,9534,0,13747532231726972179,428460286865744,1713192539468805,7300400,7300.4,7.3004,0.0073004,2026-02-09 23:23:51,2026-02-09 23:23:51,
3071985007803539,52,2,60,FOUND,47843371,64209209,4338,0,13725232854637817521,1937357880558331,991682745146550,3205300,3205.3,3.2053,0.0032053,2026-02-09 23:23:51,2026-02-09 23:23:51,
3071985007803539,52,3,60,FOUND,64209209,47843371,1255,0,3117463764863038123,1245780385227190,1733767358603054,925200,925.2,0.9252,0.0009252,2026-02-09 23:23:51,2026-02-09 23:23:51,
2882696092633151,52,1,60,FOUND,51440567,56039353,2126,0,1510164134753843181,2414812334463055,536473694888400,1536400,1536.4,1.5364,0.0015364,2026-02-09 23:23:51,2026-02-09 23:23:51,
2882696092633151,52,2,60,FOUND,51440567,56039353,4256,0,7269337943022794363,350030769258911,1855861106100902,3012600,3012.6,3.0126,0.0030126,2026-02-09 23:23:51,2026-02-09 23:23:51,
2882696092633151,52,3,60,FOUND,51440567,56039353,5840,0,18303251159336430768,2064453295245592,1005195268795624,4505600,4505.6,4.5056,0.0045056,2026-02-09 23:23:51,2026-02-09 23:23:51,
2915513407476233,52,1,60,FOUND,59204381,49244893,7142,0,12141082110259959769,704432161363532,2912815895768117,5305600,5305.6,5.3056,0.0053056,2026-02-09 23:23:51,2026-02-09 23:23:51,
2915513407476233,52,2,60,FOUND,49244893,59204381,2512,0,6615924665870642387,661175033570414,1843649154133199,1842400,1842.4,1.8424,0.0018424,2026-02-09 23:23:51,2026-02-09 23:23:51,
2915513407476233,52,3,60,FOUND,59204381,49244893,590,0,13679902603887408564,56903508516691,1464509051751263,440000,440.0,0.44,0.00044,2026-02-09 23:23:51,2026-02-09 23:23:51,
2519912315304529,52,1,60,FOUND,47596333,52943413,3021,0,16248455076773439622,2518706781266201,1855281935657802,2171000,2171.0,2.171,0.002171,2026-02-09 23:23:51,2026-02-09 23:23:51,
2519912315304529,52,2,60,FOUND,52943413,47596333,1601,0,1866114780344940138,1290378043459311,1962841783979241,1161200,1161.2,1.1612,0.0011612,2026-02-09 23:23:51,2026-02-09 23:23:51,
2519912315304529,52,3,60,FOUND,52943413,47596333,3892,0,3619039125983123955,2228951663108534,459634660157305,2816300,2816.3,2.8163,0.0028163,2026-02-09 23:23:51,2026-02-09 23:23:51,
3048850487438291,52,1,60,FOUND,56584921,53880971,1888,0,18164162016686939518,1902814720762369,2987294905553367,1564600,1564.6,1.5646,0.0015646,2026-02-09 23:23:51,2026-02-09 23:23:51,
3048850487438291,52,2,60,FOUND,53880971,56584921,1476,0,17259447863603034259,1665410972761736,190894328995452,1045300,1045.3,1.0453,0.0010453,2026-02-09 23:23:51,2026-02-09 23:23:51,
3048850487438291,52,3,60,FOUND,53880971,56584921,4136,0,97498163328951387,2034293183056177,3046074082785921,2884600,2884.6,2.8846,0.0028846,2026-02-09 23:23:51,2026-02-09 23:23:51,
2702452279177901,52,1,60,FOUND,61472987,43961623,5294,0,4100034822965286776,2203591382082634,1522937918059911,3834400,3834.4,3.8344,0.0038344,2026-02-09 23:23:51,2026-02-09 23:23:51,
2702452279177901,52,2,60,FOUND,43961623,61472987,10580,0,616224062950458686,1098884168049727,1524669638472454,8224100,8224.1,8.2241,0.0082241,2026-02-09 23:23:51,2026-02-09 23:23:51,
2702452279177901,52,3,60,FOUND,43961623,61472987,1918,0,7930947900681696469,1537366545601058,991262671763966,1577900,1577.9,1.5779,0.0015779,2026-02-09 23:23:51,2026-02-09 23:23:51,
3299753494960453,52,1,60,FOUND,61033129,54064957,2952,0,16911896020240807147,2098193368609387,408654997061696,2170500,2170.5,2.1705,0.0021705,2026-02-09 23:23:51,2026-02-09 23:23:51,
3299753494960453,52,2,60,FOUND,61033129,54064957,7264,0,5819335919556887151,1095935026055730,248600798432309,5313200,5313.2,5.3132,0.0053132,2026-02-09 23:23:51,2026-02-09 23:23:51,
3299753494960453,52,3,60,FOUND,54064957,61033129,2484,0,5518438328059794609,2594556155929336,3250042255560296,1812300,1812.3,1.8123,0.0018123,2026-02-09 23:23:51,2026-02-09 23:23:51,
3209766114149083,52,1,60,FOUND,59372153,54061811,3740,0,2044743620276196970,2562264494843320,1778675595554348,2929700,2929.7,2.9297,0.0029297,2026-02-09 23:23:51,2026-02-09 23:23:51,
3209766114149083,52,2,60,FOUND,59372153,54061811,7482,0,15875570701547379762,1681446304370051,1026147739884070,6196200,6196.2,6.1962,0.0061962,2026-02-09 23:23:51,2026-02-09 23:23:51,
3209766114149083,52,3,60,FOUND,59372153,54061811,6698,0,10903387817467032356,3048374880901058,1801204169263527,4804100,4804.1,4.8041,0.0048041,2026-02-09 23:23:51,2026-02-09 23:23:51,
2835429334801279,52,1,60,FOUND,43820393,64705703,6670,0,2787494469185113117,284368453673712,612223538156058,5314600,5314.6,5.3146,0.0053146,2026-02-09 23:23:51,2026-02-09 23:23:51,
2835429334801279,52,2,60,FOUND,43820393,64705703,4900,0,8696760789999823488,2332617179196691,2228269745731817,3431200,3431.2,3.4312,0.0034312,2026-02-09 23:23:51,2026-02-09 23:23:51,
2835429334801279,52,3,60,FOUND,64705703,43820393,2672,0,2712903811102492791,1782811715673383,466626821255554,1935600,1935.6,1.9356,0.0019356,2026-02-09 23:23:51,2026-02-09 23:23:51,
2886353681546089,52,1,60,FOUND,65229259,44249371,4688,0,14749049589122199654,253706566365478,2049584365464701,3379200,3379.2,3.3792,0.0033792,2026-02-09 23:23:51,2026-02-09 23:23:51,
2886353681546089,52,2,60,FOUND,44249371,65229259,6254,0,6299747788342397983,105378618071714,2743735865516523,4631000,4631.0,4.631,0.004631,2026-02-09 23:23:51,2026-02-09 23:23:51,
2886353681546089,52,3,60,FOUND,44249371,65229259,2570,0,12673894281386858326,1815662837952678,570006118870091,2217900,2217.9,2.2179,0.0022179,2026-02-09 23:23:51,2026-02-09 23:23:51,
2672743288192771,52,1,60,FOUND,46327901,57691871,8003,0,11131182585294435460,1677989853280965,1110483017378040,7495000,7495.0,7.495,0.007495,2026-02-09 23:23:51,2026-02-09 23:23:51,
2672743288192771,52,2,60,FOUND,57691871,46327901,5450,0,14318706397597834210,2219475725081528,1370895514910204,4057700,4057.7,4.0577,0.0040577,2026-02-09 23:23:51,2026-02-09 23:23:51,
2672743288192771,52,3,60,FOUND,46327901,57691871,10024,0,6616777243989206,1841022150765592,138597452946387,8588200,8588.2,8.5882,0.0085882,2026-02-09 23:23:51,2026-02-09 23:23:51,
3604229486662067,52,1,60,FOUND,56212103,64118389,4728,0,17765286058044602947,791660306532650,3556726257209621,3702700,3702.7,3.7027,0.0037027,2026-02-09 23:23:51,2026-02-09 23:23:51,
3604229486662067,52,2,60,FOUND,56212103,64118389,7536,0,5539035247543574555,2403071820301540,680226966680758,5571200,5571.2,5.5712,0.0055712,2026-02-09 23:23:51,2026-02-09 23:23:51,
3604229486662067,52,3,60,FOUND,56212103,64118389,3954,0,1491718286634325102,2148777671944768,2950753883433098,2897000,2897.0,2.897,0.002897,2026-02-09 23:23:51,2026-02-09 23:23:51,
