N,bits_N,repeat,timeout_s,status,p_found,q_found,iterations,restarts,seed,x0,c,duration_ns,duration_us,duration_ms,duration_s,started_utc,finished_utc,source_file
251364272975425676428146209,88,1,60,FOUND,15344956165213,16380905247893,1546227,0,4490842692811564164,196654054913879228380361124,120382845830109190074364065,1665785800,1665785.8,1665.7858,1.6657858,2026-02-09 23:27:05,2026-02-09 23:27:07,
251364272975425676428146209,88,2,60,FOUND,15344956165213,16380905247893,4113323,0,10843241239823525356,40713049943042954891838495,27354025509345789400560947,4417059900,4417059.9,4417.0599,4.4170599,2026-02-09 23:27:07,2026-02-09 23:27:11,
251364272975425676428146209,88,3,60,FOUND,16380905247893,15344956165213,2205630,0,10240231054624562313,64755289204959859770150812,52390987080913832034930008,2351500900,2351500.9,2351.5009,2.3515009,2026-02-09 23:27:11,2026-02-09 23:27:14,
172221582466171643544534749,88,1,60,FOUND,15518670322637,11097702244177,674018,0,9022938985705907665,100472706704243643806948558,76569803515476810038507671,677126400,677126.4,677.1264,0.6771264,2026-02-09 23:27:14,2026-02-09 23:27:14,
172221582466171643544534749,88,2,60,FOUND,11097702244177,15518670322637,1515918,0,11076860995736884758,150814151614008948030362338,135413293052437070457547522,1604933600,1604933.6,1604.9336,1.6049336,2026-02-09 23:27:14,2026-02-09 23:27:16,
172221582466171643544534749,88,3,60,FOUND,11097702244177,15518670322637,2998192,0,17628386968171857542,22141802755121668516773661,25328195671962995241251308,3163998100,3163998.1,3163.9981,3.1639981,2026-02-09 23:27:16,2026-02-09 23:27:19,
230881484179223295035823707,88,1,60,FOUND,14400827526247,16032515059181,367672,0,7354323595453545327,62129669987019854631933429,96431891654773708022848374,384231300,384231.3,384.2313,0.3842313,2026-02-09 23:27:19,2026-02-09 23:27:19,
230881484179223295035823707,88,2,60,FOUND,14400827526247,16032515059181,2718648,0,14154363898033567730,168537102452070918139112434,6345540778927383653002050,2957448000,2957448.0,2957.448,2.957448,2026-02-09 23:27:19,2026-02-09 23:27:22,
230881484179223295035823707,88,3,60,FOUND,14400827526247,16032515059181,2014415,0,1760210088549906542,199799607417074440056932597,202259763811817771984218763,2140371200,2140371.2,2140.3712,2.1403712,2026-02-09 23:27:22,2026-02-09 23:27:25,
188118867853772252195948753,88,1,60,FOUND,12501571714663,15047617383431,2879878,0,10112053215580641882,184995876730492335279917934,65890989636686773789174261,3504144600,3504144.6,3504.1446,3.5041446,2026-02-09 23:27:25,2026-02-09 23:27:28,
188118867853772252195948753,88,2,60,FOUND,12501571714663,15047617383431,1286046,0,5517340358576516120,115210190740589479423624907,25820537304311171970236297,1366096700,1366096.7,1366.0967,1.3660967,2026-02-09 23:27:28,2026-02-09 23:27:29,
188118867853772252195948753,88,3,60,FOUND,12501571714663,15047617383431,1710310,0,15125073984734436938,173429485472361738066588799,53478633865757737923711078,1855328800,1855328.8,1855.3288,1.8553288,2026-02-09 23:27:29,2026-02-09 23:27:31,
166505933837772862135840861,88,1,60,FOUND,14778770531237,11266561956953,837615,0,10528765321389038005,39636333450135473239582662,166055053454317603383191375,917470500,917470.5,917.4705,0.9174705,2026-02-09 23:27:31,2026-02-09 23:27:32,
166505933837772862135840861,88,2,60,FOUND,11266561956953,14778770531237,3488914,0,6484112811493312782,113795559109059559549449154,131625484423583262199268579,3748990300,3748990.3,3748.9903,3.7489903,2026-02-09 23:27:32,2026-02-09 23:27:36,
166505933837772862135840861,88,3,60,FOUND,11266561956953,14778770531237,3344376,0,10946694280737148433,135692606549646951260738195,86146316976693221421031381,3534511800,3534511.8,3534.5118,3.5345118,2026-02-09 23:27:36,2026-02-09 23:27:40,
258847563752935068996667391,88,1,60,FOUND,15226072499321,17000284463671,2563424,0,2221680623672453855,173192989934839970070044641,49786875311232774824834940,2655758100,2655758.1,2655.7581,2.6557581,2026-02-09 23:27:40,2026-02-09 23:27:42,
258847563752935068996667391,88,2,60,FOUND,15226072499321,17000284463671,3439764,0,3249732330536915139,221501662515312660749270987,11651429661476419748485942,3499731600,3499731.6,3499.7316,3.4997316,2026-02-09 23:27:42,2026-02-09 23:27:46,
258847563752935068996667391,88,3,60,FOUND,17000284463671,15226072499321,7202151,0,8224937825757501611,177693860324003720737798885,255059923256645461805140594,7476858800,7476858.8,7476.8588,7.4768588,2026-02-09 23:27:46,2026-02-09 23:27:53,
213549413401167677718629851,88,1,60,FOUND,14023956386483,15227472727097,2477623,0,6975079551632961495,2549808895701321457821448,142982445662335143884802300,2605349900,2605349.9,2605.3499,2.6053499,2026-02-09 23:27:53,2026-02-09 23:27:56,
213549413401167677718629851,88,2,60,FOUND,15227472727097,14023956386483,2896953,0,603280142965922056,153407722603507100063036373,163338079561515984475887151,3179898400,3179898.4,3179.8984,3.1798984,2026-02-09 23:27:56,2026-02-09 23:27:59,
213549413401167677718629851,88,3,60,FOUND,15227472727097,14023956386483,2657240,0,12290416623507787301,198369815057129068570401283,32323874074236994044330422,2795005500,2795005.5,2795.0055,2.7950055,2026-02-09 23:27:59,2026-02-09 23:28:02,
241200101248275150223664249,88,1,60,FOUND,16690918519559,14450978294911,2479019,0,8555165563567725094,142912597102941596179182043,69910929777631807996504029,2561248500,2561248.5,2561.2485,2.5612485,2026-02-09 23:28:02,2026-02-09 23:28:04,
241200101248275150223664249,88,2,60,FOUND,16690918519559,14450978294911,2963892,0,5562977838395314660,87627758260621798879086279,159645084871867441061416445,3056206300,3056206.3,3056.2063,3.0562063,2026-02-09 23:28:04,2026-02-09 23:28:07,
241200101248275150223664249,88,3,60,FOUND,16690918519559,14450978294911,3215569,0,15612989751296235681,191340075927372281147219506,30565404016899755652753195,3382224300,3382224.3,3382.2243,3.3822243,2026-02-09 23:28:07,2026-02-09 23:28:11,
188005265776388288330540881,88,1,60,FOUND,10994624808197,17099743652573,4369422,0,18126106053292739866,13832559110578702980989608,21828494825529612578763309,4639545800,4639545.8,4639.5458,4.6395458,2026-02-09 23:28:11,2026-02-09 23:28:15,
188005265776388288330540881,88,2,60,FOUND,10994624808197,17099743652573,608684,0,6610217240925876132,152765279462154257812277071,66062443163272747566727639,673375500,673375.5,673.3755,0.6733755,2026-02-09 23:28:15,2026-02-09 23:28:16,
188005265776388288330540881,88,3,60,FOUND,10994624808197,17099743652573,974752,0,13753597573591917348,2992853340373330452558549,115760779760983098581776673,1027909600,1027909.6,1027.9096,1.0279096,2026-02-09 23:28:16,2026-02-09 23:28:17,
