N,bits_N,repeat,timeout_s,status,p_found,q_found,iterations,restarts,seed,x0,c,duration_ns,duration_us,duration_ms,duration_s,started_utc,finished_utc,source_file
40400660413,36,1,60,FOUND,154211,261983,210,0,8939157212821933378,12988306214,14046468382,268300,268.3,0.2683,0.0002683,2026-02-09 23:23:51,2026-02-09 23:23:51,
40400660413,36,2,60,FOUND,154211,261983,360,0,5157661175242340285,21860504601,7348446279,343200,343.2,0.3432,0.0003432,2026-02-09 23:23:51,2026-02-09 23:23:51,
40400660413,36,3,60,FOUND,261983,154211,690,0,1813486336206095160,2479368008,929853552,756700,756.7,0.7567,0.0007567,2026-02-09 23:23:51,2026-02-09 23:23:51,
41341034099,36,1,60,FOUND,191627,215737,304,0,11651757783552773334,6657001426,24122959668,224200,224.2,0.2242,0.0002242,2026-02-09 23:23:51,2026-02-09 23:23:51,
41341034099,36,2,60,FOUND,215737,191627,150,0,5530859427050644330,28796329836,25473840460,111200,111.2,0.1112,0.0001112,2026-02-09 23:23:51,2026-02-09 23:23:51,
41341034099,36,3,60,FOUND,215737,191627,448,0,10824866735997974671,41277383133,37474289215,460400,460.4,0.4604,0.0004604,2026-02-09 23:23:51,2026-02-09 23:23:51,
37524772001,36,1,60,FOUND,157427,238363,610,0,7561570713334225676,10816451254,711717589,484400,484.4,0.4844,0.0004844,2026-02-09 23:23:51,2026-02-09 23:23:51,
37524772001,36,2,60,FOUND,157427,238363,208,0,11036926663940637138,32600931907,30937938907,154500,154.5,0.1545,0.0001545,2026-02-09 23:23:51,2026-02-09 23:23:51,
37524772001,36,3,60,FOUND,238363,157427,138,0,15444019269252551388,26217789543,5257746311,103000,103.0,0.103,0.000103,2026-02-09 23:23:51,2026-02-09 23:23:51,
63703740647,36,1,60,FOUND,252409,252383,450,0,11009634488878454920,46243531496,16468288032,329500,329.5,0.3295,0.0003295,2026-02-09 23:23:51,2026-02-09 23:23:51,
63703740647,36,2,60,FOUND,252383,252409,106,0,7307001512945083423,48943572978,23448484689,87600,87.6,0.0876,8.76e-05,2026-02-09 23:23:51,2026-02-09 23:23:51,
63703740647,36,3,60,FOUND,252383,252409,148,0,8664660084370858469,47945681911,42925349118,107100,107.1,0.1071,0.0001071,2026-02-09 23:23:51,2026-02-09 23:23:51,
38283100451,36,1,60,FOUND,159223,240437,450,0,12361928770222274610,29085345705,28569032206,324800,324.8,0.3248,0.0003248,2026-02-09 23:23:51,2026-02-09 23:23:51,
38283100451,36,2,60,FOUND,240437,159223,297,0,2206239860483088999,29770685321,950755721,222000,222.0,0.222,0.000222,2026-02-09 23:23:51,2026-02-09 23:23:51,
38283100451,36,3,60,FOUND,159223,240437,150,0,8024881528584374897,14946964739,30566062300,111600,111.6,0.1116,0.0001116,2026-02-09 23:23:51,2026-02-09 23:23:51,
