N,bits_N,repeat,timeout_s,status,p_found,q_found,iterations,restarts,seed,x0,c,duration_ns,duration_us,duration_ms,duration_s,started_utc,finished_utc,source_file
11298868314832329571,64,1,60,FOUND,3458918599,3266589829,20701,0,278524183361184171,3148297690536297464,9727119231652082668,20129000,20129.0,20.129,0.020129,2026-02-09 23:23:53,2026-02-09 23:23:53,
11298868314832329571,64,2,60,FOUND,3266589829,3458918599,41556,0,6485438086838686314,10066761394926087463,8867332665303779573,40533600,40533.6,40.5336,0.0405336,2026-02-09 23:23:53,2026-02-09 23:23:53,
11298868314832329571,64,3,60,FOUND,3458918599,3266589829,47250,0,11531922206293141559,2819223840166805341,5044115536889956304,43976900,43976.9,43.9769,0.0439769,2026-02-09 23:23:53,2026-02-09 23:23:53,
10442340804070385579,64,1,60,FOUND,2828490407,3691842397,38772,0,16390512796066314343,10076747245401723706,437744825576624820,35296600,35296.6,35.2966,0.0352966,2026-02-09 23:23:53,2026-02-09 23:23:53,
10442340804070385579,64,2,60,FOUND,2828490407,3691842397,30401,0,7748806114702255861,7753108673620235971,8803946007288404293,28227500,28227.5,28.2275,0.0282275,2026-02-09 23:23:53,2026-02-09 23:23:53,
10442340804070385579,64,3,60,FOUND,3691842397,2828490407,101680,0,11009484587392322433,368045739563717129,9225089244510697939,100364900,100364.9,100.3649,0.1003649,2026-02-09 23:23:53,2026-02-09 23:23:53,
13318254525341089843,64,1,60,FOUND,3198223969,4164265747,14552,0,2461274826417075129,10923734690741587906,9232963126972234380,13378100,13378.1,13.3781,0.0133781,2026-02-09 23:23:53,2026-02-09 23:23:53,
13318254525341089843,64,2,60,FOUND,4164265747,3198223969,22963,0,6566695349392483951,3589428846130837410,5498454574386653489,21255500,21255.5,21.2555,0.0212555,2026-02-09 23:23:53,2026-02-09 23:23:53,
13318254525341089843,64,3,60,FOUND,4164265747,3198223969,27738,0,16601613639016026416,11350030432903750700,5894431059374094298,27301100,27301.1,27.3011,0.0273011,2026-02-09 23:23:53,2026-02-09 23:23:53,
9225136234046815613,64,1,60,FOUND,2497512727,3693729419,47967,0,9008058995606354470,9193622060893315618,4916815452142055432,44985800,44985.8,44.9858,0.0449858,2026-02-09 23:23:53,2026-02-09 23:23:53,
9225136234046815613,64,2,60,FOUND,3693729419,2497512727,49767,0,16761001122740472763,2372249757007003165,4810676087454194494,45500900,45500.9,45.5009,0.0455009,2026-02-09 23:23:53,2026-02-09 23:23:53,
9225136234046815613,64,3,60,FOUND,3693729419,2497512727,84463,0,14989407613067694070,1338557014666501248,7835464360044291314,79554200,79554.2,79.5542,0.0795542,2026-02-09 23:23:53,2026-02-09 23:23:53,
9993158972817680731,64,1,60,FOUND,2405829347,4153727273,20818,0,9841834970415137522,1276898873609683009,7519539684202492864,21266200,21266.2,21.2662,0.0212662,2026-02-09 23:23:53,2026-02-09 23:23:53,
9993158972817680731,64,2,60,FOUND,2405829347,4153727273,36218,0,7237590968883211273,9964054645118431334,5648514436978762749,34252400,34252.4,34.2524,0.0342524,2026-02-09 23:23:53,2026-02-09 23:23:53,
9993158972817680731,64,3,60,FOUND,2405829347,4153727273,47872,0,4386941997914686998,9184448877523586409,5650435554755176729,47644900,47644.9,47.6449,0.0476449,2026-02-09 23:23:53,2026-02-09 23:23:53,
11553733256986796077,64,1,60,FOUND,4066807487,2840983571,40240,0,15214123475664690392,4580442983710031820,6823932322544562306,37074700,37074.7,37.0747,0.0370747,2026-02-09 23:23:53,2026-02-09 23:23:53,
11553733256986796077,64,2,60,FOUND,2840983571,4066807487,35604,0,15644776049591872503,10116238919190489459,3402936415114298077,33627800,33627.8,33.6278,0.0336278,2026-02-09 23:23:53,2026-02-09 23:23:54,
11553733256986796077,64,3,60,FOUND,2840983571,4066807487,10015,0,17526638990625913818,6951765010035029837,358686503764401420,9261300,9261.3,9.2613,0.0092613,2026-02-09 23:23:54,2026-02-09 23:23:54,
10068708482618095327,64,1,60,FOUND,3502623211,2874619357,19615,0,3558305894941977823,7376510528500390567,310287753337075803,18046500,18046.5,18.0465,0.0180465,2026-02-09 23:23:54,2026-02-09 23:23:54,
10068708482618095327,64,2,60,FOUND,2874619357,3502623211,66920,0,1547146353736620514,4500767751741908749,1535408931599757386,60198100,60198.1,60.1981,0.0601981,2026-02-09 23:23:54,2026-02-09 23:23:54,
10068708482618095327,64,3,60,FOUND,3502623211,2874619357,24540,0,2932917933255418449,6294226850594442968,3456910530282250230,21591600,21591.6,21.5916,0.0215916,2026-02-09 23:23:54,2026-02-09 23:23:54,
10977442933088209373,64,1,60,FOUND,3259360201,3367974773,14198,0,5793395549816276787,1766871675042622570,432083611445429057,13160700,13160.7,13.1607,0.0131607,2026-02-09 23:23:54,2026-02-09 23:23:54,
10977442933088209373,64,2,60,FOUND,3259360201,3367974773,39104,0,11786700675003694312,708968565659149562,2238526155497907428,36997200,36997.2,36.9972,0.0369972,2026-02-09 23:23:54,2026-02-09 23:23:54,
10977442933088209373,64,3,60,FOUND,3367974773,3259360201,70571,0,10784509010422889239,8601695614319433775,2449147261291355664,66494200,66494.2,66.4942,0.0664942,2026-02-09 23:23:54,2026-02-09 23:23:54,
9930400506476051401,64,1,60,FOUND,2332059137,4258211273,19994,0,7251964348266219203,9075897103373630062,493035736597820665,18428800,18428.8,18.4288,0.0184288,2026-02-09 23:23:54,2026-02-09 23:23:54,
9930400506476051401,64,2,60,FOUND,2332059137,4258211273,47462,0,17773481852466080837,8570494944737938007,9222860019859722446,43061100,43061.1,43.0611,0.0430611,2026-02-09 23:23:54,2026-02-09 23:23:54,
9930400506476051401,64,3,60,FOUND,2332059137,4258211273,29000,0,13780125701461296064,1981644324028128139,6822422771586697930,26066200,26066.2,26.0662,0.0260662,2026-02-09 23:23:54,2026-02-09 23:23:54,
9390955197638304083,64,1,60,FOUND,2253098389,4168018247,94557,0,4910125247774694275,9310794846600436156,771371354914419636,88453100,88453.1,88.4531,0.0884531,2026-02-09 23:23:54,2026-02-09 23:23:54,
9390955197638304083,64,2,60,FOUND,2253098389,4168018247,70304,0,1129210796334896231,6284176086792681301,5311018718430909385,64785400,64785.4,64.7854,0.0647854,2026-02-09 23:23:54,2026-02-09 23:23:54,
9390955197638304083,64,3,60,FOUND,4168018247,2253098389,16481,0,1984558129106141912,5913536313732476102,8598119679440776366,15116500,15116.5,15.1165,0.0151165,2026-02-09 23:23:54,2026-02-09 23:23:54,
13683879160672906447,64,1,60,FOUND,3307826441,4136818967,42390,0,16139814954753384274,2228608245284728761,1891463214882814212,38926800,38926.8,38.9268,0.0389268,2026-02-09 23:23:54,2026-02-09 23:23:54,
