N,bits_N,repeat,timeout_s,status,p_found,q_found,iterations,restarts,seed,x0,c,duration_ns,duration_us,duration_ms,duration_s,started_utc,finished_utc,source_file
683320404975026023391107,80,1,60,FOUND,893801780929,764510006083,336978,0,6790326550277490286,268118144901314879479893,142811500526504975863387,331918300,331918.3,331.9183,0.3319183,2026-02-09 23:24:38,2026-02-09 23:24:39,
683320404975026023391107,80,2,60,FOUND,893801780929,764510006083,498285,0,1527863672176526607,27749004427578385575569,670162926697973527245623,476683300,476683.3,476.6833,0.4766833,2026-02-09 23:24:39,2026-02-09 23:24:39,
683320404975026023391107,80,3,60,FOUND,764510006083,893801780929,1103996,0,13577518925366846494,276792969712329527479729,60136755141906229601651,1069148500,1069148.5,1069.1485,1.0691485,2026-02-09 23:24:39,2026-02-09 23:24:40,
861035966603485622934013,80,1,60,FOUND,920979087817,934913699989,747380,0,3318574506639377976,490192773705132409378607,229356225108170269191452,755796700,755796.7,755.7967,0.7557967,2026-02-09 23:24:40,2026-02-09 23:24:41,
861035966603485622934013,80,2,60,FOUND,934913699989,920979087817,267042,0,3314946002337293154,820997199257352315563034,205151237623938853152347,248544500,248544.5,248.5445,0.2485445,2026-02-09 23:24:41,2026-02-09 23:24:41,
861035966603485622934013,80,3,60,FOUND,920979087817,934913699989,189243,0,14711478596193464950,377985385766381586629679,635397856767649812384861,182165900,182165.9,182.1659,0.1821659,2026-02-09 23:24:41,2026-02-09 23:24:41,
700880979104365883501113,80,1,60,FOUND,659746778819,1062348467027,449640,0,162624097686342643,516797740767159336883406,212225510663564636847530,459099000,459099.0,459.099,0.459099,2026-02-09 23:24:41,2026-02-09 23:24:42,
700880979104365883501113,80,2,60,FOUND,659746778819,1062348467027,515906,0,13996465216704964899,205034688652801332028853,27241693825412957131420,519755900,519755.9,519.7559,0.5197559,2026-02-09 23:24:42,2026-02-09 23:24:42,
700880979104365883501113,80,3,60,FOUND,1062348467027,659746778819,485887,0,8213570240600889597,415208358591601806738750,99130731742941792082251,486974300,486974.3,486.9743,0.4869743,2026-02-09 23:24:42,2026-02-09 23:24:43,
658711156261475272405451,80,1,60,FOUND,965667880739,682130129209,205098,0,4990619589497088246,102160996060649497291315,498661546314130263466310,218150300,218150.3,218.1503,0.2181503,2026-02-09 23:24:43,2026-02-09 23:24:43,
658711156261475272405451,80,2,60,FOUND,965667880739,682130129209,230352,0,264695417981561281,315124725191075279942322,338497136348072061872817,245380400,245380.4,245.3804,0.2453804,2026-02-09 23:24:43,2026-02-09 23:24:43,
658711156261475272405451,80,3,60,FOUND,965667880739,682130129209,741823,0,6630804924267922779,615899866065201367514394,333104343618820674465487,760825300,760825.3,760.8253,0.7608253,2026-02-09 23:24:43,2026-02-09 23:24:44,
712861494422732108268691,80,1,60,FOUND,965597994469,738259087639,524214,0,7622536187130610953,478512881146097381798842,619252600617115482778542,528303400,528303.4,528.3034,0.5283034,2026-02-09 23:24:44,2026-02-09 23:24:45,
