N,bits_N,status,factors_str,residual,trials_tested,divisions,duration_ns,duration_ms,duration_s,source_file,started_utc,finished_utc
9291229,24,FOUND_ALL,2683 * 3463,3463,894,1,122700,0.1227,0.0001227,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
13803431,24,FOUND_ALL,3533 * 3907,3907,1177,1,161400,0.1614,0.0001614,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
14837939,24,FOUND_ALL,3643 * 4073,4073,1214,1,176600,0.1766,0.0001766,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
15374237,24,FOUND_ALL,3919 * 3923,3923,1306,1,250500,0.2505,0.0002505,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
10538659,24,FOUND_ALL,2617 * 4027,4027,872,1,166700,0.1667,0.0001667,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
9232739,24,FOUND_ALL,2897 * 3187,3187,965,1,225200,0.2252,0.0002252,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
11755811,24,FOUND_ALL,3067 * 3833,3833,1022,1,256100,0.2561,0.0002561,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
12778861,24,FOUND_ALL,3533 * 3617,3617,1177,1,202000,0.202,0.000202,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
11173727,24,FOUND_ALL,2857 * 3911,3911,952,1,124200,0.1242,0.0001242,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
13587569,24,FOUND_ALL,3607 * 3767,3767,1202,1,158500,0.1585,0.0001585,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
12149503,24,FOUND_ALL,3359 * 3617,3617,1119,1,149600,0.1496,0.0001496,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
11691599,24,FOUND_ALL,3137 * 3727,3727,1045,1,138300,0.1383,0.0001383,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
8431757,24,FOUND_ALL,2621 * 3217,3217,873,1,116600,0.1166,0.0001166,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
9480157,24,FOUND_ALL,2621 * 3617,3617,873,1,116400,0.1164,0.0001164,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
9784303,24,FOUND_ALL,3119 * 3137,3137,1039,1,137600,0.1376,0.0001376,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
11197639,24,FOUND_ALL,2837 * 3947,3947,945,1,125500,0.1255,0.0001255,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
8942399,24,FOUND_ALL,2411 * 3709,3709,803,1,107000,0.107,0.000107,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
8719247,24,FOUND_ALL,2707 * 3221,3221,902,1,119300,0.1193,0.0001193,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
11632321,24,FOUND_ALL,2903 * 4007,4007,967,1,128500,0.1285,0.0001285,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
8480957,24,FOUND_ALL,2309 * 3673,3673,769,1,103000,0.103,0.000103,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
9417253,24,FOUND_ALL,2621 * 3593,3593,873,1,130200,0.1302,0.0001302,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
10131899,24,FOUND_ALL,2521 * 4019,4019,840,1,111500,0.1115,0.0001115,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
16449767,24,FOUND_ALL,4019 * 4093,4093,1339,1,206500,0.2065,0.0002065,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
11556929,24,FOUND_ALL,3023 * 3823,3823,1007,1,159100,0.1591,0.0001591,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
14808811,24,FOUND_ALL,3733 * 3967,3967,1244,1,164100,0.1641,0.0001641,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_024bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
