N,bits_N,status,factors_str,residual,trials_tested,divisions,duration_ns,duration_ms,duration_s,source_file,started_utc,finished_utc
150416326307730563387,68,FOUND_ALL,10775837971 * 13958666297,13958666297,3591945990,1,706000347400,706000.3474,706.0003474,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_068bit.txt,2026-02-10 02:40:46,2026-02-10 02:52:32
175495310347711540469,68,FOUND_ALL,10348944773 * 16957797553,16957797553,3449648257,1,678831370200,678831.3702,678.8313702,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_068bit.txt,2026-02-10 02:52:32,2026-02-10 03:03:51
189289038005666419609,68,FOUND_ALL,12538303667 * 15096861827,15096861827,4179434555,1,810569323700,810569.3237,810.5693237,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_068bit.txt,2026-02-10 03:03:51,2026-02-10 03:17:21
161304315820199380181,68,FOUND_ALL,11174388821 * 14435180161,14435180161,3724796273,1,723686613800,723686.6138,723.6866138,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_068bit.txt,2026-02-10 03:17:21,2026-02-10 03:29:25
249597167808377723531,68,FOUND_ALL,14816138959 * 16846303109,16846303109,4938712986,1,976367705300,976367.7053,976.3677053,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_068bit.txt,2026-02-10 03:29:25,2026-02-10 03:45:41
157795770084613420889,68,FOUND_ALL,9954885107 * 15851089027,15851089027,3318295035,1,644924246600,644924.2466,644.9242466,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_068bit.txt,2026-02-10 03:45:41,2026-02-10 03:56:26
196266415590975826867,68,FOUND_ALL,13337278183 * 14715627349,14715627349,4445759394,1,869025161400,869025.1614,869.0251614,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_068bit.txt,2026-02-10 03:56:26,2026-02-10 04:10:55
234109470705439824889,68,FOUND_ALL,14776620613 * 15843234853,15843234853,4925540204,1,977570813300,977570.8133,977.5708133,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_068bit.txt,2026-02-10 04:10:55,2026-02-10 04:27:13
158361573220563928091,68,FOUND_ALL,10273667011 * 15414318281,15414318281,3424555670,1,678623091700,678623.0917,678.6230917,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_068bit.txt,2026-02-10 04:27:13,2026-02-10 04:38:32
155534347016427175117,68,FOUND_ALL,11289819713 * 13776512909,13776512909,3763273237,1,732027897700,732027.8977,732.0278977,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_068bit.txt,2026-02-10 04:38:32,2026-02-10 04:50:44
