N,bits_N,status,factors_str,residual,trials_tested,divisions,duration_ns,duration_ms,duration_s,source_file,started_utc,finished_utc
40400660413,36,FOUND_ALL,154211 * 261983,261983,51403,1,7514500,7.5145,0.0075145,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
41341034099,36,FOUND_ALL,191627 * 215737,215737,63875,1,9079100,9.0791,0.0090791,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
37524772001,36,FOUND_ALL,157427 * 238363,238363,52475,1,8922100,8.9221,0.0089221,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
63703740647,36,FOUND_ALL,252383 * 252409,252409,84127,1,17863500,17.8635,0.0178635,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
38283100451,36,FOUND_ALL,159223 * 240437,240437,53074,1,11643800,11.6438,0.0116438,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
37073916433,36,FOUND_ALL,166739 * 222347,222347,55579,1,11307500,11.3075,0.0113075,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
48386840497,36,FOUND_ALL,202441 * 239017,239017,67480,1,12209700,12.2097,0.0122097,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
36639671273,36,FOUND_ALL,145987 * 250979,250979,48662,1,7354900,7.3549,0.0073549,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
40660933667,36,FOUND_ALL,192853 * 210839,210839,64284,1,10194400,10.1944,0.0101944,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
49953573331,36,FOUND_ALL,192121 * 260011,260011,64040,1,11901400,11.9014,0.0119014,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
51624550037,36,FOUND_ALL,215279 * 239803,239803,71759,1,11645800,11.6458,0.0116458,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
59338831271,36,FOUND_ALL,239201 * 248071,248071,79733,1,11078000,11.078,0.011078,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
38828168023,36,FOUND_ALL,158663 * 244721,244721,52887,1,7755400,7.7554,0.0077554,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
44436632153,36,FOUND_ALL,188389 * 235877,235877,62796,1,9440500,9.4405,0.0094405,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
47067393227,36,FOUND_ALL,188693 * 249439,249439,62897,1,11046300,11.0463,0.0110463,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
38836403941,36,FOUND_ALL,178559 * 217499,217499,59519,1,8310800,8.3108,0.0083108,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
58933647137,36,FOUND_ALL,238591 * 247007,247007,79530,1,10759800,10.7598,0.0107598,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
42962591663,36,FOUND_ALL,203353 * 211271,211271,67784,1,9968100,9.9681,0.0099681,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
63105906341,36,FOUND_ALL,247613 * 254857,254857,82537,1,19626800,19.6268,0.0196268,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
45533062387,36,FOUND_ALL,176521 * 257947,257947,58840,1,15613000,15.613,0.015613,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
49168126753,36,FOUND_ALL,195241 * 251833,251833,65080,1,13744300,13.7443,0.0137443,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
41548640897,36,FOUND_ALL,195581 * 212437,212437,65193,1,13603600,13.6036,0.0136036,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
53801680069,36,FOUND_ALL,229499 * 234431,234431,76499,1,15661700,15.6617,0.0156617,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
61293108193,36,FOUND_ALL,237619 * 257947,257947,79206,1,18259900,18.2599,0.0182599,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
55349737853,36,FOUND_ALL,215279 * 257107,257107,71759,1,15131100,15.1311,0.0151311,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_036bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
