N,bits_N,status,factors_str,residual,trials_tested,divisions,duration_ns,duration_ms,duration_s,source_file,started_utc,finished_utc
57439439713562509,56,FOUND_ALL,234694907 * 244740887,244740887,78231635,1,11428443600,11428.4436,11.4284436,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_056bit.txt,2026-02-10 01:07:04,2026-02-10 01:07:15
49230274896394777,56,FOUND_ALL,184739761 * 266484457,266484457,61579920,1,8843369200,8843.3692,8.8433692,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_056bit.txt,2026-02-10 01:07:15,2026-02-10 01:07:24
38214786894646727,56,FOUND_ALL,156420107 * 244308661,244308661,52140035,1,7476517000,7476.517,7.476517,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_056bit.txt,2026-02-10 01:07:24,2026-02-10 01:07:32
41975704182785827,56,FOUND_ALL,204597269 * 205162583,205162583,68199089,1,9845190800,9845.1908,9.8451908,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_056bit.txt,2026-02-10 01:07:32,2026-02-10 01:07:41
46977033121683389,56,FOUND_ALL,185220289 * 253627901,253627901,61740096,1,8875034800,8875.0348,8.8750348,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_056bit.txt,2026-02-10 01:07:41,2026-02-10 01:07:50
54403313381973923,56,FOUND_ALL,206532721 * 263412563,263412563,68844240,1,9941655500,9941.6555,9.9416555,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_056bit.txt,2026-02-10 01:07:50,2026-02-10 01:08:00
47583963469357999,56,FOUND_ALL,179125519 * 265645921,265645921,59708506,1,8541657800,8541.6578,8.5416578,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_056bit.txt,2026-02-10 01:08:00,2026-02-10 01:08:09
41019322418693161,56,FOUND_ALL,189524389 * 216432949,216432949,63174796,1,8944258600,8944.2586,8.9442586,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_056bit.txt,2026-02-10 01:08:09,2026-02-10 01:08:18
37524498274402063,56,FOUND_ALL,183608263 * 204372601,204372601,61202754,1,8353099500,8353.0995,8.3530995,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_056bit.txt,2026-02-10 01:08:18,2026-02-10 01:08:26
45879063388876507,56,FOUND_ALL,196249367 * 233779421,233779421,65416455,1,9023902800,9023.9028,9.0239028,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_056bit.txt,2026-02-10 01:08:26,2026-02-10 01:08:35
