N,bits_N,status,factors_str,residual,trials_tested,divisions,duration_ns,duration_ms,duration_s,source_file,started_utc,finished_utc
574339,20,FOUND_ALL,743 * 773,773,247,1,37100,0.0371,3.71e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
525647,20,FOUND_ALL,577 * 911,911,192,1,26700,0.0267,2.67e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
623011,20,FOUND_ALL,757 * 823,823,252,1,34100,0.0341,3.41e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
971107,20,FOUND_ALL,953 * 1019,1019,317,1,42900,0.0429,4.29e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
574121,20,FOUND_ALL,569 * 1009,1009,189,1,25200,0.0252,2.52e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
695273,20,FOUND_ALL,719 * 967,967,239,1,31400,0.0314,3.14e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
730369,20,FOUND_ALL,743 * 983,983,247,1,32700,0.0327,3.27e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
814733,20,FOUND_ALL,877 * 929,929,292,1,39200,0.0392,3.92e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
603329,20,FOUND_ALL,757 * 797,797,252,1,33900,0.0339,3.39e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
954803,20,FOUND_ALL,937 * 1019,1019,312,1,41700,0.0417,4.17e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
