N,bits_N,repeat,timeout_s,status,p_found,q_found,iterations,restarts,seed,x0,c,duration_ns,duration_us,duration_ms,duration_s,started_utc,finished_utc,source_file
251364272975425676428146209,88,1,60,FOUND,16380905247893,15344956165213,5464373,0,5556906610146976204,219682122784082221197691430,243586094437618761297556152,6418556900,6418556.9,6418.5569,6.4185569,2026-02-17 12:09:43,2026-02-17 12:09:50,
251364272975425676428146209,88,2,60,FOUND,16380905247893,15344956165213,4101594,0,12064948702810990593,53193985932554208104900658,35500783502558091031567201,4735602800,4735602.8,4735.6028,4.7356028,2026-02-17 12:09:50,2026-02-17 12:09:55,
251364272975425676428146209,88,3,60,FOUND,15344956165213,16380905247893,989386,0,11523002249885635514,13610075017963463180313250,167850839910047263472409416,1195617900,1195617.9,1195.6179,1.1956179,2026-02-17 12:09:55,2026-02-17 12:09:56,
172221582466171643544534749,88,1,60,FOUND,11097702244177,15518670322637,2426538,0,15987073772143457752,169601004393270257483221349,139842294997315365898649116,2676083900,2676083.9,2676.0839,2.6760839,2026-02-17 12:09:56,2026-02-17 12:09:58,
172221582466171643544534749,88,2,60,FOUND,15518670322637,11097702244177,2737928,0,8745454342059697268,95411789288835235438554668,80939626996189613158542561,2881053400,2881053.4,2881.0534,2.8810534,2026-02-17 12:09:58,2026-02-17 12:10:01,
172221582466171643544534749,88,3,60,FOUND,15518670322637,11097702244177,3299035,0,6422517766445154678,154617107213717932273799000,35142188084923823910489797,3517163500,3517163.5,3517.1635,3.5171635,2026-02-17 12:10:01,2026-02-17 12:10:05,
230881484179223295035823707,88,1,60,FOUND,14400827526247,16032515059181,3659591,0,18394731647738458395,200290288462557741503439473,165545971691440968448944296,3928248900,3928248.9,3928.2489,3.9282489,2026-02-17 12:10:05,2026-02-17 12:10:09,
230881484179223295035823707,88,2,60,FOUND,14400827526247,16032515059181,2380822,0,7335644706485196845,221022623002403926801144643,39774428043459415428381862,2579457500,2579457.5,2579.4575,2.5794575,2026-02-17 12:10:09,2026-02-17 12:10:11,
230881484179223295035823707,88,3,60,FOUND,14400827526247,16032515059181,2781441,0,345290442759399164,15553659733913304272601909,152209561383855896713941629,2983242800,2983242.8,2983.2428,2.9832428,2026-02-17 12:10:11,2026-02-17 12:10:14,
188118867853772252195948753,88,1,60,FOUND,12501571714663,15047617383431,1105931,0,5432983871306641892,56642820104800411011077040,120632350693479064851686166,1201930900,1201930.9,1201.9309,1.2019309,2026-02-17 12:10:14,2026-02-17 12:10:15,
