N,bits_N,repeat,timeout_s,status,p_found,q_found,iterations,restarts,seed,x0,c,duration_ns,duration_us,duration_ms,duration_s,started_utc,finished_utc,source_file
150416326307730563387,68,1,60,FOUND,10775837971,13958666297,15248,0,17881295084051924065,143270672668888781558,106872540486271079720,14408200,14408.2,14.4082,0.0144082,2026-02-17 12:05:59,2026-02-17 12:06:00,
150416326307730563387,68,2,60,FOUND,13958666297,10775837971,48207,0,8203877911248522000,17039796396184321727,147278130639531332421,49426100,49426.1,49.4261,0.0494261,2026-02-17 12:06:00,2026-02-17 12:06:00,
150416326307730563387,68,3,60,FOUND,10775837971,13958666297,39530,0,10032102824121607855,141772211445624886528,18754331040796246154,37488100,37488.1,37.4881,0.0374881,2026-02-17 12:06:00,2026-02-17 12:06:00,
175495310347711540469,68,1,60,FOUND,10348944773,16957797553,59025,0,3634700077686029050,128727761842457153220,164646692944440379483,58738900,58738.9,58.7389,0.0587389,2026-02-17 12:06:00,2026-02-17 12:06:00,
175495310347711540469,68,2,60,FOUND,16957797553,10348944773,62348,0,16258691193626998395,47800669763451216519,24687816813059954323,78385800,78385.8,78.3858,0.0783858,2026-02-17 12:06:00,2026-02-17 12:06:00,
175495310347711540469,68,3,60,FOUND,10348944773,16957797553,75420,0,514959897325834482,78756203448992592614,82596690615688324653,76509400,76509.4,76.5094,0.0765094,2026-02-17 12:06:00,2026-02-17 12:06:00,
189289038005666419609,68,1,60,FOUND,15096861827,12538303667,147703,0,12400163539658291101,22388758463700014422,164963932824714280443,140009000,140009.0,140.009,0.140009,2026-02-17 12:06:00,2026-02-17 12:06:00,
189289038005666419609,68,2,60,FOUND,15096861827,12538303667,122292,0,17701680357740870586,94185806240974946510,12931066869884444206,134702900,134702.9,134.7029,0.1347029,2026-02-17 12:06:00,2026-02-17 12:06:00,
189289038005666419609,68,3,60,FOUND,15096861827,12538303667,42698,0,17421866354336485745,136834396800087629601,70557261231387355473,39425800,39425.8,39.4258,0.0394258,2026-02-17 12:06:00,2026-02-17 12:06:00,
161304315820199380181,68,1,60,FOUND,11174388821,14435180161,101959,0,15077416224428330510,90815677506211837121,80346300241574178246,95310600,95310.6,95.3106,0.0953106,2026-02-17 12:06:00,2026-02-17 12:06:00,
161304315820199380181,68,2,60,FOUND,11174388821,14435180161,137328,0,10050876293438278669,110184756248658737348,75764946875383941256,134339500,134339.5,134.3395,0.1343395,2026-02-17 12:06:00,2026-02-17 12:06:00,
161304315820199380181,68,3,60,FOUND,14435180161,11174388821,10029,0,1063801831751140410,110203442627999075137,126006694369723581454,9148000,9148.0,9.148,0.009148,2026-02-17 12:06:00,2026-02-17 12:06:00,
249597167808377723531,68,1,60,FOUND,14816138959,16846303109,96556,0,10382313711049910347,145933519684756720275,124058512843243435459,94886500,94886.5,94.8865,0.0948865,2026-02-17 12:06:00,2026-02-17 12:06:00,
249597167808377723531,68,2,60,FOUND,14816138959,16846303109,74052,0,6172449493697793811,222656733231905564983,77589081184700138291,71781900,71781.9,71.7819,0.0717819,2026-02-17 12:06:00,2026-02-17 12:06:01,
249597167808377723531,68,3,60,FOUND,16846303109,14816138959,36600,0,1267209189233991278,11443362168110135618,136685362405578006688,35253500,35253.5,35.2535,0.0352535,2026-02-17 12:06:01,2026-02-17 12:06:01,
157795770084613420889,68,1,60,FOUND,15851089027,9954885107,14345,0,3693929196553237130,8305353881208712460,52352629849586249540,13537100,13537.1,13.5371,0.0135371,2026-02-17 12:06:01,2026-02-17 12:06:01,
157795770084613420889,68,2,60,FOUND,15851089027,9954885107,84222,0,15046071213124358189,116746043257530384133,73219406571765196396,87582900,87582.9,87.5829,0.0875829,2026-02-17 12:06:01,2026-02-17 12:06:01,
157795770084613420889,68,3,60,FOUND,15851089027,9954885107,112128,0,10376224633933987155,124589945135333974413,40062125880588453778,119467600,119467.6,119.4676,0.1194676,2026-02-17 12:06:01,2026-02-17 12:06:01,
196266415590975826867,68,1,60,FOUND,14715627349,13337278183,48104,0,11205874539140362275,62275221296711000530,140198120102552358488,53481900,53481.9,53.4819,0.0534819,2026-02-17 12:06:01,2026-02-17 12:06:01,
196266415590975826867,68,2,60,FOUND,14715627349,13337278183,79940,0,3197095030364256084,157337056586646346129,4592772258441892149,80637900,80637.9,80.6379,0.0806379,2026-02-17 12:06:01,2026-02-17 12:06:01,
196266415590975826867,68,3,60,FOUND,14715627349,13337278183,65396,0,17998365724569200308,91173455333306063219,158213881236119634303,75243600,75243.6,75.2436,0.0752436,2026-02-17 12:06:01,2026-02-17 12:06:01,
234109470705439824889,68,1,60,FOUND,15843234853,14776620613,35745,0,13416331886973436416,15623395818141987797,220691581408682348552,33833500,33833.5,33.8335,0.0338335,2026-02-17 12:06:01,2026-02-17 12:06:01,
234109470705439824889,68,2,60,FOUND,15843234853,14776620613,30786,0,11086529259565274676,73943989650825356645,94377676058979320769,29767800,29767.8,29.7678,0.0297678,2026-02-17 12:06:01,2026-02-17 12:06:01,
234109470705439824889,68,3,60,FOUND,15843234853,14776620613,123138,0,6983174605394467097,61638405379805335058,207184305740370366543,129560100,129560.1,129.5601,0.1295601,2026-02-17 12:06:01,2026-02-17 12:06:01,
158361573220563928091,68,1,60,FOUND,10273667011,15414318281,168114,0,6638203537821061872,114912087078851941651,77863963040582135924,166457900,166457.9,166.4579,0.1664579,2026-02-17 12:06:01,2026-02-17 12:06:01,
158361573220563928091,68,2,60,FOUND,15414318281,10273667011,92038,0,13752059585898752765,145251798032688805969,81712450900196282082,98656200,98656.2,98.6562,0.0986562,2026-02-17 12:06:01,2026-02-17 12:06:01,
158361573220563928091,68,3,60,FOUND,15414318281,10273667011,77776,0,18058166555404635301,17357833264848107618,35652172396866576799,72998100,72998.1,72.9981,0.0729981,2026-02-17 12:06:01,2026-02-17 12:06:02,
155534347016427175117,68,1,60,FOUND,13776512909,11289819713,53814,0,2333975029558416865,114938781955073738099,50026338176210290722,52859900,52859.9,52.8599,0.0528599,2026-02-17 12:06:02,2026-02-17 12:06:02,
155534347016427175117,68,2,60,FOUND,11289819713,13776512909,78187,0,4599171187205675693,96327588177576369328,75423044920265532673,89196100,89196.1,89.1961,0.0891961,2026-02-17 12:06:02,2026-02-17 12:06:02,
155534347016427175117,68,3,60,FOUND,11289819713,13776512909,58950,0,3032734680863944012,2687926828700040804,71803943204779377167,55904000,55904.0,55.904,0.055904,2026-02-17 12:06:02,2026-02-17 12:06:02,
210646252938884715487,68,1,60,FOUND,13285426337,15855437951,216372,0,7656069640155631891,76989883427298247150,205027080282909991460,234183800,234183.8,234.1838,0.2341838,2026-02-17 12:06:02,2026-02-17 12:06:02,
210646252938884715487,68,2,60,FOUND,13285426337,15855437951,109408,0,2271692953492408373,209008626745625494013,89982778187613303445,113276500,113276.5,113.2765,0.1132765,2026-02-17 12:06:02,2026-02-17 12:06:02,
210646252938884715487,68,3,60,FOUND,13285426337,15855437951,88966,0,3281194468607227881,136562849158674311018,105218219387585418779,91384400,91384.4,91.3844,0.0913844,2026-02-17 12:06:02,2026-02-17 12:06:02,
