N,bits_N,repeat,timeout_s,status,p_found,q_found,iterations,restarts,seed,x0,c,duration_ns,duration_us,duration_ms,duration_s,started_utc,finished_utc,source_file
11362150854919,44,1,60,FOUND,4124287,2754937,1131,0,4564234098140665704,2801598499667,9453824289596,1367500,1367.5,1.3675,0.0013675,2026-02-17 12:05:54,2026-02-17 12:05:54,
11362150854919,44,2,60,FOUND,4124287,2754937,516,0,14395746231269422176,656685556861,212770153018,618600,618.6,0.6186,0.0006186,2026-02-17 12:05:54,2026-02-17 12:05:54,
11362150854919,44,3,60,FOUND,4124287,2754937,928,0,12374340020455625285,9876698701143,9159243294335,1114200,1114.2,1.1142,0.0011142,2026-02-17 12:05:54,2026-02-17 12:05:54,
11117261796497,44,1,60,FOUND,2972483,3740059,522,0,11747982670023680554,4658021708018,3435043915980,638000,638.0,0.638,0.000638,2026-02-17 12:05:54,2026-02-17 12:05:54,
11117261796497,44,2,60,FOUND,2972483,3740059,758,0,17230626747737924646,726698323717,10545736337104,919900,919.9,0.9199,0.0009199,2026-02-17 12:05:54,2026-02-17 12:05:54,
11117261796497,44,3,60,FOUND,2972483,3740059,1468,0,3884668990333159624,10859205047681,3795414843966,1762600,1762.6,1.7626,0.0017626,2026-02-17 12:05:54,2026-02-17 12:05:54,
12176369875333,44,1,60,FOUND,3915341,3109913,938,0,13695515504728506047,8328012034292,8060754428741,697300,697.3,0.6973,0.0006973,2026-02-17 12:05:54,2026-02-17 12:05:54,
12176369875333,44,2,60,FOUND,3109913,3915341,1107,0,17920549656650313502,11274451094882,5528104897305,790300,790.3,0.7903,0.0007903,2026-02-17 12:05:54,2026-02-17 12:05:54,
12176369875333,44,3,60,FOUND,3109913,3915341,1620,0,9432783572601347808,10472027016116,9061162449226,1155600,1155.6,1.1556,0.0011556,2026-02-17 12:05:54,2026-02-17 12:05:54,
8819645468191,44,1,60,FOUND,3091897,2852503,1107,0,14030297490121518696,1218736200324,8419210561358,760800,760.8,0.7608,0.0007608,2026-02-17 12:05:54,2026-02-17 12:05:54,
8819645468191,44,2,60,FOUND,3091897,2852503,1580,0,458938188176687247,3499333916714,1504757394365,1726100,1726.1,1.7261,0.0017261,2026-02-17 12:05:54,2026-02-17 12:05:54,
8819645468191,44,3,60,FOUND,2852503,3091897,1919,0,11857969011490695546,4025503520702,7107773832052,1962200,1962.2,1.9622,0.0019622,2026-02-17 12:05:54,2026-02-17 12:05:54,
13357103732593,44,1,60,FOUND,4107329,3252017,487,0,17926677504220596196,12857988984257,2254382298672,345300,345.3,0.3453,0.0003453,2026-02-17 12:05:54,2026-02-17 12:05:54,
13357103732593,44,2,60,FOUND,4107329,3252017,1154,0,3054208321872355688,3278513909972,2632992983308,829800,829.8,0.8298,0.0008298,2026-02-17 12:05:54,2026-02-17 12:05:54,
13357103732593,44,3,60,FOUND,3252017,4107329,2435,0,12020072143788527203,10420892267514,4689410700989,1687100,1687.1,1.6871,0.0016871,2026-02-17 12:05:54,2026-02-17 12:05:54,
11598973452301,44,1,60,FOUND,4098011,2830391,1860,0,16299759174066641613,5470985821072,5911277241019,1548900,1548.9,1.5489,0.0015489,2026-02-17 12:05:54,2026-02-17 12:05:54,
11598973452301,44,2,60,FOUND,2830391,4098011,2542,0,14245838550289692999,748125124346,4888527756301,1975100,1975.1,1.9751,0.0019751,2026-02-17 12:05:54,2026-02-17 12:05:54,
11598973452301,44,3,60,FOUND,4098011,2830391,1140,0,2204658009626595036,2034363776045,327971511786,805800,805.8,0.8058,0.0008058,2026-02-17 12:05:54,2026-02-17 12:05:54,
13367442470687,44,1,60,FOUND,3257413,4103699,2436,0,9845739761359766092,3677622872014,12236950430427,1792400,1792.4,1.7924,0.0017924,2026-02-17 12:05:54,2026-02-17 12:05:54,
