N,bits_N,repeat,timeout_s,status,p_found,q_found,iterations,restarts,seed,x0,c,duration_ns,duration_us,duration_ms,duration_s,started_utc,finished_utc,source_file
597829995932403877,60,1,60,FOUND,858258853,696561409,11778,0,508283085143771487,490744984502841139,188556374905410150,11176300,11176.3,11.1763,0.0111763,2026-02-17 12:05:55,2026-02-17 12:05:55,
597829995932403877,60,2,60,FOUND,858258853,696561409,15674,0,8600448141389561475,22759241313815820,148305412161520617,13366300,13366.3,13.3663,0.0133663,2026-02-17 12:05:55,2026-02-17 12:05:55,
597829995932403877,60,3,60,FOUND,858258853,696561409,20990,0,13697333251161336980,356794695708757291,586828090919668050,17436400,17436.4,17.4364,0.0174364,2026-02-17 12:05:55,2026-02-17 12:05:55,
949394768691512489,60,1,60,FOUND,1059803027,895821907,33461,0,3897016152019052853,64633799203151013,442341625069573460,26194300,26194.3,26.1943,0.0261943,2026-02-17 12:05:55,2026-02-17 12:05:55,
949394768691512489,60,2,60,FOUND,895821907,1059803027,15930,0,14119913016540950420,290488219236669944,186706634878239657,16578300,16578.3,16.5783,0.0165783,2026-02-17 12:05:55,2026-02-17 12:05:55,
949394768691512489,60,3,60,FOUND,895821907,1059803027,19175,0,12469606002620831027,873187799428196025,948113667942724368,15698300,15698.3,15.6983,0.0156983,2026-02-17 12:05:55,2026-02-17 12:05:55,
685208407240354163,60,1,60,FOUND,670574111,1021823533,6704,0,7160852281760662976,662073383295573026,626996470058720542,5694100,5694.1,5.6941,0.0056941,2026-02-17 12:05:55,2026-02-17 12:05:55,
685208407240354163,60,2,60,FOUND,670574111,1021823533,27753,0,10067563019091241479,275022270370849430,612648349447435095,23643400,23643.4,23.6434,0.0236434,2026-02-17 12:05:55,2026-02-17 12:05:55,
685208407240354163,60,3,60,FOUND,670574111,1021823533,16758,0,4664683936774031789,616174189273830794,69853632378906430,14307000,14307.0,14.307,0.014307,2026-02-17 12:05:55,2026-02-17 12:05:55,
665048628310614833,60,1,60,FOUND,664352389,1001047997,31948,0,14129399208171011557,171134669800880015,328509340218524409,27260200,27260.2,27.2602,0.0272602,2026-02-17 12:05:55,2026-02-17 12:05:55,
665048628310614833,60,2,60,FOUND,664352389,1001047997,22992,0,3474350832854549005,526199240660103982,15507610089387633,18826500,18826.5,18.8265,0.0188265,2026-02-17 12:05:55,2026-02-17 12:05:55,
665048628310614833,60,3,60,FOUND,664352389,1001047997,5736,0,18327609208948251752,590341523805508025,302242690666806675,4331900,4331.9,4.3319,0.0043319,2026-02-17 12:05:55,2026-02-17 12:05:55,
919848272385496067,60,1,60,FOUND,959602003,958572689,4362,0,15972291272582947359,300599786902354134,302526065507217431,3813300,3813.3,3.8133,0.0038133,2026-02-17 12:05:55,2026-02-17 12:05:55,
919848272385496067,60,2,60,FOUND,959602003,958572689,27231,0,15129455524026850043,631819756560584899,467527049122988605,23099000,23099.0,23.099,0.023099,2026-02-17 12:05:55,2026-02-17 12:05:55,
919848272385496067,60,3,60,FOUND,958572689,959602003,25474,0,1397307124339179529,134556816403845962,516585658480623658,22868400,22868.4,22.8684,0.0228684,2026-02-17 12:05:55,2026-02-17 12:05:55,
723975105448038583,60,1,60,FOUND,703448269,1029180307,32496,0,230799589576266361,682526405455046331,420601075040348755,29076700,29076.7,29.0767,0.0290767,2026-02-17 12:05:55,2026-02-17 12:05:55,
723975105448038583,60,2,60,FOUND,1029180307,703448269,25921,0,3148926667920383414,340977292601265146,272461846282096147,21309800,21309.8,21.3098,0.0213098,2026-02-17 12:05:55,2026-02-17 12:05:55,
723975105448038583,60,3,60,FOUND,703448269,1029180307,34912,0,905402697931538235,574059820493276374,310609373495740947,30968200,30968.2,30.9682,0.0309682,2026-02-17 12:05:55,2026-02-17 12:05:55,
605968021138697137,60,1,60,FOUND,817613659,741142243,16596,0,15666483273571497321,255326522842151862,389406534051012808,17044200,17044.2,17.0442,0.0170442,2026-02-17 12:05:55,2026-02-17 12:05:55,
